library_id,book_id,quantity
3,146,8
3,147,1
3,148,3
3,149,8
3,150,1
3,151,3
3,152,3
3,153,1
3,154,7
3,155,5
3,156,10
3,157,2
3,158,4
3,159,2
3,160,7
3,161,5
3,162,2
3,163,3
3,164,7
3,165,10
3,166,5
3,167,1
3,168,3
3,169,6
3,170,10
3,171,1
3,172,6
3,173,1
3,174,5
3,175,0
3,176,8
3,177,3
3,178,1
3,179,6
3,180,0
3,181,1
3,182,7
3,183,2
3,184,4
3,185,9
3,186,9
3,187,4
3,188,6
3,189,4
3,190,9
3,191,10
3,192,9
3,193,4
3,194,2
3,195,1
3,196,8
3,197,0
3,198,10
3,199,1
4,0,9
4,1,6
4,2,9
4,3,4
4,4,8
4,5,7
4,6,5
4,7,3
4,8,2
4,9,7
4,10,5
4,11,1
4,12,10
4,13,10
4,14,7
4,15,4
4,16,1
4,17,5
4,18,6
4,19,6
4,20,0
4,21,7
4,22,3
4,23,7
4,24,4
4,25,5
4,26,0
4,27,7
4,28,1
4,29,10
4,30,7
4,31,1
4,32,10
4,33,7
4,34,3
4,35,1
4,36,9
4,37,9
4,38,1
4,39,9
4,40,8
4,41,5
4,42,6
4,43,6
4,44,9
4,45,3
4,46,9
4,47,2
4,48,0
4,49,4
4,50,3
4,51,2
4,52,2
4,53,1
4,54,5
4,55,4
4,56,4
4,57,2
4,58,5
4,59,1
4,60,7
4,61,9
4,62,0
4,63,0
4,64,0
4,65,9
4,66,6
4,67,2
4,68,5
4,69,3
4,70,1
4,71,4
4,72,0
4,73,4
4,74,10
4,75,9
4,76,2
4,77,4
4,78,2
4,79,9
4,80,2
4,81,3
4,82,1
4,83,5
4,84,6
4,85,3
4,86,0
4,87,10
4,88,3
4,89,5
4,90,2
4,91,8
4,92,1
4,93,2
4,94,9
4,95,4
4,96,6
4,97,6
4,98,6
4,99,5
4,100,9
4,101,4
4,102,2
4,103,1
4,104,8
4,105,2
4,106,9
4,107,7
4,108,0
4,109,10
4,110,3
4,111,10
4,112,10
4,113,7
4,114,5
4,115,3
4,116,1
4,117,10
4,118,5
4,119,4
4,120,6
4,121,8
4,122,3
4,123,3
4,124,8
4,125,2
4,126,5
4,127,8
4,128,8
4,129,6
4,130,5
4,131,7
4,132,3
4,133,5
4,134,1
4,135,7
4,136,3
4,137,9
4,138,3
4,139,3
4,140,5
4,141,10
4,142,1
4,143,10
4,144,5
4,145,10
4,146,4
4,147,3
4,148,8
4,149,1
4,150,10
4,151,10
4,152,0
4,153,4
4,154,5
4,155,0
4,156,3
4,157,10
4,158,4
4,159,8
4,160,6
4,161,5
4,162,9
4,163,4
4,164,4
4,165,2
4,166,3
4,167,2
4,168,4
4,169,0
4,170,7
4,171,3
4,172,8
4,173,2
4,174,9
4,175,3
4,176,1
4,177,7
4,178,3
4,179,10
4,180,9
4,181,0
4,182,5
4,183,2
4,184,1
4,185,3
4,186,7
4,187,4
4,188,0
4,189,7
4,190,7
4,191,2
4,192,5
4,193,6
4,194,0
4,195,5
4,196,4
4,197,8
4,198,0
4,199,3
